5.20e-80 269.80
5.20e-80 269.80
5.20e-80 269.80
6.00e-80 269.50
6.00e-79 266.30
6.80e-79 266.10
7.40e-79 266.00
8.40e-79 265.80
7.40e-78 262.80
4.50e-77 260.20
4.90e-77 260.10
7.10e-77 259.60
7.20e-77 259.50
7.90e-77 259.40
7.90e-77 259.40
8.00e-77 259.40
8.00e-77 259.40
8.80e-77 259.30
1.30e-76 258.70
1.40e-76 258.70
1.40e-76 258.60
1.40e-76 258.60
1.40e-76 258.60
1.50e-69 235.80
1.70e-66 225.90
1.70e-66 225.80
2.20e-66 225.50
6.10e-63 214.30
7.10e-63 214.10
7.10e-63 214.10
7.10e-63 214.10
7.10e-63 214.10
7.40e-63 214.10
7.40e-63 214.10
1.10e-62 213.50
1.40e-62 213.20
1.40e-62 213.20
1.90e-62 212.70
1.90e-62 212.70
2.00e-62 212.70
2.00e-62 212.70
2.00e-62 212.70
1.40e-61 209.90
3.00e-61 208.80
3.00e-61 208.80
3.10e-61 208.80
2.50e-60 205.90
2.50e-60 205.90
3.70e-60 205.30
3.70e-60 205.30
7.30e-60 204.30
6.00e-59 201.40
3.00e-58 199.10
3.20e-58 199.00
3.20e-58 199.00
3.40e-58 199.00
3.40e-58 199.00
3.40e-58 198.90
3.40e-58 198.90
3.40e-58 198.90
3.40e-58 198.90
3.40e-58 198.90
3.40e-58 198.90
3.40e-58 198.90
5.10e-58 198.40
1.40e-57 197.00
1.40e-57 196.90
1.40e-57 196.90
1.50e-57 196.80
7.50e-56 191.30
7.90e-56 191.30
7.90e-56 191.30
1.20e-55 190.70
1.20e-55 190.70
1.20e-55 190.70
1.50e-55 190.40
1.50e-55 190.30
1.50e-55 190.30
2.00e-55 189.90
2.10e-55 189.90
2.20e-55 189.80
2.20e-55 189.80
2.30e-55 189.70
2.40e-55 189.70
4.50e-55 188.80
4.80e-55 188.70
5.00e-55 188.70
5.00e-55 188.70
5.00e-55 188.70
5.10e-55 188.60
5.10e-55 188.60
5.70e-55 188.50
7.30e-55 188.10
7.90e-55 188.00
7.90e-55 188.00
8.00e-55 188.00
8.20e-55 188.00
8.40e-55 187.90
8.60e-55 187.90
1.40e-54 187.20
1.40e-54 187.20
2.10e-54 186.60
2.10e-54 186.60
2.10e-54 186.60
2.10e-54 186.60
4.20e-53 182.40
4.20e-53 182.40
4.30e-53 182.40
4.30e-53 182.40
4.30e-53 182.40
4.30e-53 182.40
4.30e-53 182.40
7.10e-53 181.70
8.50e-53 181.40
1.00e-52 181.20
1.10e-52 181.10
1.10e-52 181.10
1.50e-52 180.60
1.60e-52 180.50
1.70e-52 180.50
1.90e-52 180.30
9.50e-52 178.00
1.20e-51 177.70
1.20e-51 177.70
1.20e-51 177.70
2.50e-51 176.60
2.70e-51 176.50
2.70e-51 176.50
2.70e-51 176.50
2.70e-51 176.50
2.70e-51 176.50
2.70e-51 176.50
2.70e-51 176.50
2.70e-51 176.50
6.40e-51 175.30
6.40e-51 175.30
6.70e-51 175.20
6.70e-51 175.20
1.00e-50 174.60
1.70e-50 173.90
1.70e-50 173.90
1.80e-50 173.90
1.80e-50 173.90
1.80e-50 173.90
1.90e-50 173.80
2.00e-50 173.70
2.00e-50 173.70
2.00e-50 173.70
2.10e-50 173.70
2.10e-50 173.70
2.10e-50 173.70
2.60e-49 170.10
2.60e-49 170.10
2.60e-49 170.10
2.70e-49 170.00
4.50e-49 169.30
8.50e-49 168.40
1.70e-47 164.20
2.90e-47 163.50
3.10e-47 163.40
3.10e-47 163.40
3.10e-47 163.30
3.20e-47 163.30
3.30e-47 163.30
3.30e-47 163.30
3.30e-47 163.30
3.60e-47 163.20
9.40e-47 161.80
6.00e-45 155.90
2.30e-44 154.10
2.30e-44 154.10
2.30e-44 154.10
7.30e-44 152.40
1.40e-43 151.50
4.90e-43 149.70
2.60e-42 147.40
2.60e-42 147.40
1.00e-41 145.50
2.90e-41 144.00
9.20e-41 142.40
1.80e-40 141.40
1.80e-40 141.40
3.10e-40 140.70
5.20e-38 133.40
2.00e-37 131.50
4.70e-37 130.30
5.00e-37 130.20
5.90e-37 130.00
1.20e-36 129.00
1.40e-36 128.70
1.50e-36 128.70
3.30e-36 127.60
3.30e-36 127.60
1.80e-35 125.20
4.10e-35 124.00
4.20e-35 124.00
4.30e-35 124.00
4.70e-35 123.80
1.00e-34 122.70
1.40e-34 122.30
5.20e-34 120.40
5.20e-34 120.40
5.30e-34 120.40
5.40e-34 120.40
5.40e-34 120.40
5.70e-34 120.30
5.70e-34 120.30
6.80e-34 120.10
9.90e-34 119.50
1.00e-33 119.50
1.00e-33 119.50
1.10e-33 119.40
1.30e-33 119.20
1.30e-33 119.20
1.30e-33 119.20
1.30e-33 119.20
2.50e-33 118.20
2.70e-33 118.10
3.00e-33 118.00
3.10e-33 117.90
3.20e-33 117.90
4.10e-33 117.50
6.10e-32 113.70
1.40e-31 112.50
1.40e-31 112.50
1.40e-31 112.50
2.10e-31 112.00
3.40e-30 108.00
3.40e-30 108.00
3.50e-30 108.00
3.50e-30 108.00
4.80e-30 107.60
5.20e-30 107.50
5.20e-30 107.50
5.30e-30 107.40
5.30e-30 107.40
5.30e-30 107.40
5.40e-30 107.40
5.40e-30 107.40
7.40e-30 107.00
1.10e-29 106.40
1.20e-29 106.30
1.20e-29 106.30
1.20e-29 106.20
1.30e-29 106.20
1.30e-29 106.20
1.30e-29 106.20
1.30e-29 106.20
1.40e-29 106.10
1.60e-27 99.40
1.60e-27 99.40
1.60e-27 99.40
1.60e-27 99.40
1.80e-27 99.20
1.80e-27 99.20
3.50e-27 98.30
4.00e-27 98.10
4.10e-27 98.00
4.80e-27 97.80
8.10e-27 97.10
8.20e-27 97.10
9.40e-27 96.90
9.40e-27 96.90
9.40e-27 96.90
2.40e-26 95.60
1.80e-24 89.50
2.20e-24 89.20
2.20e-24 89.20
2.20e-24 89.20
2.20e-24 89.20
2.20e-24 89.20
2.20e-24 89.20
2.20e-24 89.20
3.00e-24 88.70
3.00e-24 88.70
1.10e-23 86.90
1.10e-23 86.90
1.10e-23 86.90
1.20e-23 86.80
1.70e-22 83.10
1.90e-22 82.90
3.70e-22 82.00
3.00e-21 79.00
3.40e-21 78.80
4.90e-21 78.30
6.60e-21 77.90
9.60e-21 77.40
1.10e-20 77.20
1.10e-20 77.20
1.10e-20 77.20
5.60e-20 74.90
2.00e-19 73.10
2.30e-19 72.90
2.30e-19 72.90
1.10e-18 70.70
1.70e-18 70.00
1.70e-18 70.00
1.70e-18 70.00
1.70e-18 70.00
1.90e-18 69.90
1.90e-18 69.90
1.90e-18 69.90
1.90e-18 69.90
1.90e-18 69.90
1.90e-18 69.90
1.90e-18 69.90
1.90e-18 69.90
1.90e-18 69.90
1.90e-18 69.90
2.40e-18 69.60
2.90e-18 69.30
2.90e-18 69.30
2.90e-18 69.30
3.10e-18 69.20
3.10e-18 69.20
3.10e-18 69.20
3.10e-18 69.20
3.20e-18 69.20
3.30e-18 69.10
3.40e-18 69.10
3.40e-18 69.10
3.40e-18 69.10
3.40e-18 69.10
3.70e-18 69.00
4.00e-18 68.90
4.10e-18 68.80
4.40e-18 68.70
4.60e-18 68.70
5.20e-18 68.50
5.40e-18 68.40
9.10e-18 67.70
3.20e-17 66.00
3.20e-17 66.00
3.30e-17 65.90
1.80e-13 53.80
2.50e-13 53.30
3.80e-13 52.70
4.20e-13 52.60
1.00e-09 41.60
2.80e-09 40.20
2.30e-07 33.90
3.40e-07 33.40
1.80e-06 31.10
3.30e-06 30.20
4.30e-06 29.80
4.70e-06 29.70
5.10e-06 29.60
5.40e-06 29.50
5.40e-06 29.50
5.50e-06 29.50
7.00e-06 29.10
5.00e-05 26.40
5.60e-05 26.20
5.90e-05 26.10
5.90e-05 26.10
7.50e-05 25.80
7.80e-05 25.70
8.20e-05 25.70
8.20e-05 25.70
8.80e-05 25.60
9.30e-05 25.50
9.30e-05 25.50
9.30e-05 25.50
9.90e-05 25.40
1.50e-04 24.80
1.50e-04 24.80
1.60e-04 24.70
1.60e-04 24.70
1.60e-04 24.70
1.70e-04 24.60
1.90e-04 24.50
2.10e-04 24.30
2.10e-04 24.30
2.10e-04 24.30
2.50e-04 24.10
2.60e-04 24.00
2.80e-04 24.00
3.40e-04 23.70
3.40e-04 23.70
4.00e-04 23.40
5.80e-04 22.90
5.80e-04 22.90
5.80e-04 22.90
6.30e-04 22.80
6.30e-04 22.80
6.30e-04 22.80
6.60e-04 22.70
6.70e-04 22.70
7.10e-04 22.60
7.70e-04 22.50
7.80e-04 22.50
1.20e-03 21.90
1.20e-03 21.90
1.40e-03 21.70
1.70e-03 21.40
1.70e-03 21.40
1.80e-03 21.30
2.00e-03 21.20
2.10e-03 21.10
2.20e-03 21.10
2.30e-03 21.00
2.30e-03 21.00
2.30e-03 21.00
2.30e-03 21.00
2.30e-03 20.90
2.40e-03 20.90
2.40e-03 20.90
2.50e-03 20.90
2.70e-03 20.70
2.80e-03 20.70
2.80e-03 20.70
2.90e-03 20.70
2.90e-03 20.60
3.00e-03 20.60
3.00e-03 20.60
3.00e-03 20.60
3.00e-03 20.60
3.10e-03 20.60
3.10e-03 20.60
3.10e-03 20.60
3.10e-03 20.60
3.10e-03 20.60
3.20e-03 20.50
3.20e-03 20.50
3.20e-03 20.50
4.30e-03 20.10
4.30e-03 20.10
4.30e-03 20.10
4.50e-03 20.00
4.60e-03 20.00
4.90e-03 19.90
4.90e-03 19.90
4.90e-03 19.90
4.90e-03 19.90
5.30e-03 19.80
6.20e-03 19.60
6.30e-03 19.60
6.80e-03 19.40
6.90e-03 19.40
6.90e-03 19.40
7.00e-03 19.40
7.00e-03 19.40
7.00e-03 19.40
7.60e-03 19.30
8.50e-03 19.10
8.50e-03 19.10
8.50e-03 19.10
8.50e-03 19.10
8.50e-03 19.10
8.50e-03 19.10
8.50e-03 19.10
8.70e-03 19.10
9.00e-03 19.10
9.00e-03 19.10
9.40e-03 19.00
9.50e-03 19.00
9.80e-03 18.90
9.80e-03 18.90
9.80e-03 18.90
