2.10e-60 202.00
6.40e-59 197.20
3.10e-56 188.50
3.10e-53 178.80
2.30e-50 169.50
9.90e-50 167.40
1.10e-49 167.20
3.90e-49 165.50
1.90e-48 163.20
1.40e-47 160.40
9.50e-47 157.70
1.10e-46 157.50
1.20e-46 157.40
1.40e-45 153.90
7.80e-45 151.50
8.30e-45 151.40
7.00e-44 148.40
1.70e-43 147.10
2.10e-38 130.60
1.30e-37 128.00
7.60e-36 122.30
3.50e-35 120.20
1.10e-32 112.00
1.10e-29 102.30
1.30e-29 102.10
1.70e-22 79.00
1.30e-21 76.10
6.00e-21 74.00
1.40e-20 72.80
5.70e-17 61.10
8.40e-16 57.30
2.40e-09 36.30
6.20e-07 28.50
1.90e-05 23.60
3.20e-05 22.90
1.00e-04 21.30
1.40e-04 20.80
1.90e-04 20.40
2.00e-04 20.40
2.20e-04 20.20
4.80e-04 19.10
6.50e-04 18.70
7.70e-04 18.40
1.10e-03 17.90
1.20e-03 17.80
1.40e-03 17.60
1.70e-03 17.30
2.50e-03 16.80
3.00e-03 16.50
4.40e-03 16.00
6.00e-03 15.50
7.00e-03 15.30
7.40e-03 15.20
7.70e-03 15.20
7.90e-03 15.10
9.30e-03 14.90
